sample_id	dataset_id	library_size	biofluid	reads_used_for_alignment	miRNA_sense_counts	low_miRNA_flag
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-21_fastq	EXR-TTUSC1gCrGDH-AN	5581897	Serum	7429883	5581897	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-22_fastq	EXR-TTUSC1gCrGDH-AN	364169	Serum	678689	364169	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-23_fastq	EXR-TTUSC1gCrGDH-AN	395587	Serum	760946	395587	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-24_fastq	EXR-TTUSC1gCrGDH-AN	568675	Serum	847762	568675	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-2_fastq	EXR-TTUSC1gCrGDH-AN	456749	Serum	1195365	456749	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-3_fastq	EXR-TTUSC1gCrGDH-AN	2664453	Serum	3638247	2664453	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-4_fastq	EXR-TTUSC1gCrGDH-AN	2803712	Serum	5011417	2803712	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-5_fastq	EXR-TTUSC1gCrGDH-AN	312917	Serum	718250	312917	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-6_fastq	EXR-TTUSC1gCrGDH-AN	133589	Serum	751342	133589	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-7_fastq	EXR-TTUSC1gCrGDH-AN	210498	Serum	426794	210498	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-8_fastq	EXR-TTUSC1gCrGDH-AN	3702145	Serum	6216872	3702145	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_59-9_fastq	EXR-TTUSC1gCrGDH-AN	1238388	Serum	2171290	1238388	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-10_fastq	EXR-TTUSC1gCrGDH-AN	858456	Serum	2225238	858456	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-11_fastq	EXR-TTUSC1gCrGDH-AN	76204	Serum	198791	76204	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-12_fastq	EXR-TTUSC1gCrGDH-AN	1627333	Serum	2140921	1627333	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-13_fastq	EXR-TTUSC1gCrGDH-AN	510226	Serum	834751	510226	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-14_fastq	EXR-TTUSC1gCrGDH-AN	2145886	Serum	2599136	2145886	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-15_fastq	EXR-TTUSC1gCrGDH-AN	1021217	Serum	3478726	1021217	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-16_fastq	EXR-TTUSC1gCrGDH-AN	710089	Serum	1324870	710089	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-17_fastq	EXR-TTUSC1gCrGDH-AN	2749069	Serum	5152487	2749069	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-18_fastq	EXR-TTUSC1gCrGDH-AN	774814	Serum	1594619	774814	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-19_fastq	EXR-TTUSC1gCrGDH-AN	257912	Serum	501872	257912	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-1_fastq	EXR-TTUSC1gCrGDH-AN	1846596	Serum	4127094	1846596	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-20_fastq	EXR-TTUSC1gCrGDH-AN	423285	Serum	991261	423285	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-21_fastq	EXR-TTUSC1gCrGDH-AN	1071504	Serum	4254436	1071504	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-22_fastq	EXR-TTUSC1gCrGDH-AN	508387	Serum	978634	508387	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-23_fastq	EXR-TTUSC1gCrGDH-AN	259121	Serum	816843	259121	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-24_fastq	EXR-TTUSC1gCrGDH-AN	258743	Serum	702328	258743	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-2_fastq	EXR-TTUSC1gCrGDH-AN	1231145	Serum	2651376	1231145	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-3_fastq	EXR-TTUSC1gCrGDH-AN	2772555	Serum	5491097	2772555	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-4_fastq	EXR-TTUSC1gCrGDH-AN	642084	Serum	1475099	642084	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-5_fastq	EXR-TTUSC1gCrGDH-AN	849867	Serum	1992451	849867	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-6_fastq	EXR-TTUSC1gCrGDH-AN	1676580	Serum	3006242	1676580	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-7_fastq	EXR-TTUSC1gCrGDH-AN	1058150	Serum	1999759	1058150	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-8_fastq	EXR-TTUSC1gCrGDH-AN	2315220	Serum	4505268	2315220	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_60-9_fastq	EXR-TTUSC1gCrGDH-AN	2417940	Serum	4842024	2417940	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-10_fastq	EXR-TTUSC1gCrGDH-AN	402191	Serum	684292	402191	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-11_fastq	EXR-TTUSC1gCrGDH-AN	190838	Serum	782851	190838	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-12_fastq	EXR-TTUSC1gCrGDH-AN	867561	Serum	1152578	867561	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-13_fastq	EXR-TTUSC1gCrGDH-AN	201412	Serum	354868	201412	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-14_fastq	EXR-TTUSC1gCrGDH-AN	966894	Serum	1239666	966894	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-15_fastq	EXR-TTUSC1gCrGDH-AN	508021	Serum	1000502	508021	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-16_fastq	EXR-TTUSC1gCrGDH-AN	380299	Serum	930917	380299	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-17_fastq	EXR-TTUSC1gCrGDH-AN	2831850	Serum	5159272	2831850	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-18_fastq	EXR-TTUSC1gCrGDH-AN	1412600	Serum	3180774	1412600	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-19_fastq	EXR-TTUSC1gCrGDH-AN	148839	Serum	277159	148839	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-1_fastq	EXR-TTUSC1gCrGDH-AN	7639925	Serum	10252967	7639925	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-20_fastq	EXR-TTUSC1gCrGDH-AN	1918742	Serum	2478021	1918742	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-21_fastq	EXR-TTUSC1gCrGDH-AN	1271824	Serum	2725713	1271824	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-22_fastq	EXR-TTUSC1gCrGDH-AN	635393	Serum	2376729	635393	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-23_fastq	EXR-TTUSC1gCrGDH-AN	2884182	Serum	3422564	2884182	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-24_fastq	EXR-TTUSC1gCrGDH-AN	418024	Serum	672560	418024	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-2_fastq	EXR-TTUSC1gCrGDH-AN	2927900	Serum	5510113	2927900	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-3_fastq	EXR-TTUSC1gCrGDH-AN	1510809	Serum	3627107	1510809	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-4_fastq	EXR-TTUSC1gCrGDH-AN	473953	Serum	914618	473953	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-5_fastq	EXR-TTUSC1gCrGDH-AN	563816	Serum	1178912	563816	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-6_fastq	EXR-TTUSC1gCrGDH-AN	185528	Serum	675097	185528	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-7_fastq	EXR-TTUSC1gCrGDH-AN	179773	Serum	475392	179773	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-8_fastq	EXR-TTUSC1gCrGDH-AN	1230326	Serum	4069785	1230326	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_61-9_fastq	EXR-TTUSC1gCrGDH-AN	6563818	Serum	11253909	6563818	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-10_fastq	EXR-TTUSC1gCrGDH-AN	69773	Serum	118809	69773	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-11_fastq	EXR-TTUSC1gCrGDH-AN	27601	Serum	50825	27601	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-12_fastq	EXR-TTUSC1gCrGDH-AN	72359	Serum	133095	72359	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-13_fastq	EXR-TTUSC1gCrGDH-AN	48110	Serum	79061	48110	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-14_fastq	EXR-TTUSC1gCrGDH-AN	91857	Serum	158041	91857	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-15_fastq	EXR-TTUSC1gCrGDH-AN	137321	Serum	237811	137321	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-16_fastq	EXR-TTUSC1gCrGDH-AN	282345	Serum	1577979	282345	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-17_fastq	EXR-TTUSC1gCrGDH-AN	8870250	Serum	13811234	8870250	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-18_fastq	EXR-TTUSC1gCrGDH-AN	535114	Serum	1128784	535114	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-19_fastq	EXR-TTUSC1gCrGDH-AN	52174	Serum	72374	52174	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-1_fastq	EXR-TTUSC1gCrGDH-AN	1052811	Serum	2049614	1052811	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-20_fastq	EXR-TTUSC1gCrGDH-AN	1245585	Serum	1489742	1245585	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-21_fastq	EXR-TTUSC1gCrGDH-AN	1613119	Serum	2583416	1613119	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-22_fastq	EXR-TTUSC1gCrGDH-AN	96986	Serum	162690	96986	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-23_fastq	EXR-TTUSC1gCrGDH-AN	93742	Serum	144830	93742	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-24_fastq	EXR-TTUSC1gCrGDH-AN	87528	Serum	146276	87528	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-2_fastq	EXR-TTUSC1gCrGDH-AN	7597719	Serum	17494076	7597719	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-3_fastq	EXR-TTUSC1gCrGDH-AN	10330088	Serum	18204557	10330088	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-4_fastq	EXR-TTUSC1gCrGDH-AN	350393	Serum	460752	350393	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-5_fastq	EXR-TTUSC1gCrGDH-AN	872153	Serum	1650205	872153	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-6_fastq	EXR-TTUSC1gCrGDH-AN	17527	Serum	75487	17527	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-7_fastq	EXR-TTUSC1gCrGDH-AN	182055	Serum	254347	182055	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-8_fastq	EXR-TTUSC1gCrGDH-AN	3740105	Serum	6807389	3740105	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Serum_62-9_fastq	EXR-TTUSC1gCrGDH-AN	13941694	Serum	22334774	13941694	False
EXR-LLAUR1AVB5CS-AN.sample_BFPExiqon2_56_S93_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	713617	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFPExiqon3_57_S94_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	753942	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFPExoQuick1_85_S118_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	644521	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFPExoQuick2_86_S119_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	66805	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BFPExoQuick3_87_S120_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	299528	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFPExoRNeasy1_49_S87_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	383271	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFPExoRNeasy2_50_S88_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	546733	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFPExoRNeasy3_51_S89_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	465937	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFPME1_79_fastq	EXR-LLAUR1AVB5CS-AN	88370	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BFPME2_80_fastq	EXR-LLAUR1AVB5CS-AN	65954	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BFPME3_81_S114_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	8389	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BFPMillipore1_67_fastq	EXR-LLAUR1AVB5CS-AN	358782	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFPMillipore2_68_S102_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	116351	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFPMillipore3_69_S103_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	93238	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BFPUltra1_73_fastq	EXR-LLAUR1AVB5CS-AN	84724	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BFPUltra2_74_S108_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	186900	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFPUltra3_75_S109_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	67177	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BFPmiRCury1_91_S124_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	23688	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BFPmiRCury2_92_S125_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	15294	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BFPmiRCury3_93_S126_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	4842	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BFPmiRNeasy1_61_S104_L007_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	26775	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BFPmiRNeasy2_62_S98_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	14	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BFPmiRNeasy3_63_S152_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1059195	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSExiqon1_7_S6_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1383533	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSExiqon2_8_S7_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1193651	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSExiqon3_9_S8_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1335900	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSExoQuick1_37_S36_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1482732	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSExoQuick2_38_S37_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1481405	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSExoQuick3_39_S38_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1823628	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSExoRNeasy1_1_S1_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	926349	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSExoRNeasy2_2_S2_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1502754	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSExoRNeasy3_3_S3_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1683251	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSME1_31_S122_L007_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	413094	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSME2_32_S78_L006_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	476253	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSME3_33_S32_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	352103	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSMillipore1_19_S18_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	174224	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSMillipore2_20_S19_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	545102	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSMillipore3_21_fastq	EXR-LLAUR1AVB5CS-AN	225534	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSUltra1_25_S24_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	589383	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSUltra2_26_S25_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1940385	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSUltra3_27_S26_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1388951	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSmiRCury1_43_S174_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	769870	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSmiRCury2_44_S175_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	391137	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BFSmiRCury3_45_fastq	EXR-LLAUR1AVB5CS-AN	85876	Serum	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BFSmiRNeasy2_14_S151_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1176039	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPExiqon1_58_S95_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	684782	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPExiqon2_59_S96_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	558775	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPExiqon3_60_S97_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	719468	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPExoQuick1_88_S121_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	321726	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPExoQuick2_89_S122_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	329729	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPExoQuick3_90_S123_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	236559	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPExoRNeasy2_53_S90_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	1272268	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPExoRNeasy3_54_S91_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	1016160	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPME1_82_fastq	EXR-LLAUR1AVB5CS-AN	77371	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BMPME2_83_S116_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	81372	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BMPME3_84_S117_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	48273	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BMPMillipore1_70_S104_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	143144	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPMillipore2_71_S105_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	251101	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPMillipore3_72_S106_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	112630	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPUltra1_76_S110_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	334579	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPUltra2_77_S120_L007_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	523131	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPUltra3_78_S111_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	214804	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPmiRCury1_94_S127_L003_R1_001_115_180_fastq	EXR-LLAUR1AVB5CS-AN	44268	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BMPmiRCury2_95_S138_L007_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	108242	Plasma	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMPmiRNeasy2_65_S154_L008_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	91390	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BMPmiRNeasy3_66_S109_L007_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	20918	Plasma	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BMSExiqon1_10_S9_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	668032	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSExiqon2_11_S10_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1379643	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSExiqon3_12_S11_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1258042	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSExoQuick1_40_S39_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1577472	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSExoQuick2_41_S40_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	280573	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSExoQuick3_42_S41_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1046263	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSExoRNeasy2_5_S4_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1513429	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSExoRNeasy3_6_S5_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	2384237	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSME1_34_fastq	EXR-LLAUR1AVB5CS-AN	173040	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSME2_35_fastq	EXR-LLAUR1AVB5CS-AN	92396	Serum	NA	NA	True
EXR-LLAUR1AVB5CS-AN.sample_BMSME3_36_S35_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	421999	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSMillipore1_22_S21_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	391911	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSMillipore2_23_S22_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	344203	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSMillipore3_24_S23_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	361590	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSUltra1_28_S27_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1263881	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSUltra2_29_S28_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1800723	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSUltra3_30_S29_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	1452091	Serum	NA	NA	False
EXR-LLAUR1AVB5CS-AN.sample_BMSmiRCury1_46_S45_L005_R1_001_125_160_fastq	EXR-LLAUR1AVB5CS-AN	58356	Serum	NA	NA	True
