sample_id	dataset_id	library_size	biofluid	reads_used_for_alignment	miRNA_sense_counts	low_miRNA_flag
EXR-KJENS1RID1-AN.sample_Sample_U_039_GC07_Yr2_ATTCCT_R1_001_fastq	EXR-KJENS1RID1-AN	279202	Urine	7681764	279202	False
EXR-KJENS1RID1-AN.sample_Sample_U_042_BC01_CTATAC_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	25438	Urine	9158628	25438	True
EXR-KJENS1RID1-AN.sample_Sample_U_044_BC01_GGCTAC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	25592	Urine	18770448	25592	True
EXR-KJENS1RID1-AN.sample_Sample_U_044_GC16_TCATTC_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	47649	Urine	20351726	47649	True
EXR-KJENS1RID1-AN.sample_Sample_U_045_BC01_TCGAAG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	114225	Urine	17811532	114225	False
EXR-KJENS1RID1-AN.sample_Sample_U_045_BC01_Yr2_ACTGAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	92260	Urine	19518666	92260	True
EXR-KJENS1RID1-AN.sample_Sample_U_045_GC02_Yr2_GTCCGC_R1_001_fastq	EXR-KJENS1RID1-AN	10041	Urine	8681921	10041	True
EXR-KJENS1RID1-AN.sample_Sample_U_045_GC03_Yr2_GAGTGG_R1_001_fastq	EXR-KJENS1RID1-AN	3291	Urine	2373721	3291	True
EXR-KJENS1RID1-AN.sample_Sample_U_045_GC05_Yr2_GGTAGC_R1_001_fastq	EXR-KJENS1RID1-AN	16199	Urine	7846949	16199	True
EXR-KJENS1RID1-AN.sample_Sample_U_045_GC06_Yr2_GAGTGG_R1_001_fastq	EXR-KJENS1RID1-AN	3211	Urine	454645	3211	True
EXR-KJENS1RID1-AN.sample_Sample_U_045_GC07_Yr2_TAGCTT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	205407	Urine	6450704	205407	False
EXR-KJENS1RID1-AN.sample_Sample_U_045_GC08_Yr2_GCCAAT_R1_001_fastq	EXR-KJENS1RID1-AN	16414	Urine	9063028	16414	True
EXR-KJENS1RID1-AN.sample_Sample_U_045_GC14_CACTCA_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	46497	Urine	23883146	46497	True
EXR-KJENS1RID1-AN.sample_Sample_U_046_GC07_ATTCCT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	29959	Urine	6241841	29959	True
EXR-KJENS1RID1-AN.sample_Sample_U_046_GC09_ATTCCT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	138406	Urine	6908904	138406	False
EXR-KJENS1RID1-AN.sample_Sample_U_046_GC10_CTCAGA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	55469	Urine	6340632	55469	True
EXR-KJENS1RID1-AN.sample_Sample_U_046_GC11_CCAACA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	148842	Urine	11094821	148842	False
EXR-KJENS1RID1-AN.sample_Sample_U_048_GC07_CACGAT_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	43203	Urine	9040066	43203	True
EXR-KJENS1RID1-AN.sample_Sample_U_048_GC08_GTTTCG_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	116681	Urine	10490511	116681	False
EXR-KJENS1RID1-AN.sample_Sample_U_048_GC14_CATTTT_combined_4_R1_001_fastq	EXR-KJENS1RID1-AN	248056	Urine	23372493	248056	False
EXR-KJENS1RID1-AN.sample_Sample_U_049_BC01_Yr2_CTAGCT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	801542	Urine	51908671	801542	False
EXR-KJENS1RID1-AN.sample_Sample_U_049_GC02_Yr2_ACAGTG_R1_001_fastq	EXR-KJENS1RID1-AN	122248	Urine	5021080	122248	False
EXR-KJENS1RID1-AN.sample_Sample_U_049_GC03_Yr2_CAACTA_R1_001_fastq	EXR-KJENS1RID1-AN	104111	Urine	5115673	104111	False
EXR-KJENS1RID1-AN.sample_Sample_U_049_GC05_Yr2_ACAGTG_R1_001_fastq	EXR-KJENS1RID1-AN	130501	Urine	6713064	130501	False
EXR-KJENS1RID1-AN.sample_Sample_U_049_GC07_Yr2_CTTGTA_R1_001_fastq	EXR-KJENS1RID1-AN	36337	Urine	41762965	36337	True
EXR-KJENS1RID1-AN.sample_Sample_U_049_GC08_Yr2_CTTGTA_R1_001_fastq	EXR-KJENS1RID1-AN	735516	Urine	8004798	735516	False
EXR-KJENS1RID1-AN.sample_Sample_U_049_PC01_Yr2_CACCGG_R1_001_fastq	EXR-KJENS1RID1-AN	485011	Urine	6650357	485011	False
EXR-KJENS1RID1-AN.sample_Sample_U_170_PC02_TAGCTT_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	696152	Urine	6148985	696152	False
EXR-KJENS1RID1-AN.sample_Sample_U_201_BC01_Yr2_GATCAG_R1_001_fastq	EXR-KJENS1RID1-AN	112636	Urine	6520720	112636	False
EXR-KJENS1RID1-AN.sample_Sample_U_201_GC02_Yr2_CACGAT_R1_001_fastq	EXR-KJENS1RID1-AN	28878	Urine	8898179	28878	True
EXR-KJENS1RID1-AN.sample_Sample_U_201_GC03_Yr2_CACGAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	112448	Urine	10879822	112448	False
EXR-KJENS1RID1-AN.sample_Sample_U_201_GC06_Yr2_CATGGC_R1_001_fastq	EXR-KJENS1RID1-AN	218994	Urine	12417389	218994	False
EXR-KJENS1RID1-AN.sample_Sample_U_201_GC07_Yr2_GGCTAC_R1_001_fastq	EXR-KJENS1RID1-AN	27192	Urine	1907185	27192	True
EXR-KJENS1RID1-AN.sample_Sample_U_201_GC08_Yr2_TGACCA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	99238	Urine	7866076	99238	True
EXR-KJENS1RID1-AN.sample_Sample_U_202_BC01_Yr2_GGCTAC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	123269	Urine	9525977	123269	False
EXR-KJENS1RID1-AN.sample_Sample_U_202_GC02_Yr2_TCGAAG_R1_001_fastq	EXR-KJENS1RID1-AN	97769	Urine	2973396	97769	True
EXR-KJENS1RID1-AN.sample_Sample_U_202_GC03_Yr2_GTAGAG_R1_001_fastq	EXR-KJENS1RID1-AN	171560	Urine	3330796	171560	False
EXR-KJENS1RID1-AN.sample_Sample_U_202_GC08_Yr2_ACAGTG_R1_001_fastq	EXR-KJENS1RID1-AN	21854	Urine	5740590	21854	True
EXR-KJENS1RID1-AN.sample_Sample_U_202_PC01_Yr2_GCCAAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	73986	Urine	18297420	73986	True
EXR-KJENS1RID1-AN.sample_Sample_U_203_BC01_Yr2_TGACCA_R1_001_fastq	EXR-KJENS1RID1-AN	4353	Urine	2241164	4353	True
EXR-KJENS1RID1-AN.sample_Sample_U_203_GC02_Yr2_ACTTGA_R1_001_fastq	EXR-KJENS1RID1-AN	24620	Urine	5584637	24620	True
EXR-KJENS1RID1-AN.sample_Sample_U_203_GC03_Yr2_GGTAGC_R1_001_fastq	EXR-KJENS1RID1-AN	11065	Urine	5362126	11065	True
EXR-KJENS1RID1-AN.sample_Sample_U_203_GC05_Yr2_CATGGC_R1_001_fastq	EXR-KJENS1RID1-AN	227697	Urine	5981647	227697	False
EXR-KJENS1RID1-AN.sample_Sample_U_203_GC06_Yr2_GTTTCG_R1_001_fastq	EXR-KJENS1RID1-AN	89957	Urine	6494111	89957	True
EXR-KJENS1RID1-AN.sample_Sample_U_203_GC07_Yr2_GGTAGC_R1_001_fastq	EXR-KJENS1RID1-AN	9568	Urine	8487158	9568	True
EXR-KJENS1RID1-AN.sample_Sample_U_204_BC01_Yr2_CGATGT_R1_001_fastq	EXR-KJENS1RID1-AN	6868	Urine	1236012	6868	True
EXR-KJENS1RID1-AN.sample_Sample_U_204_GC08_Yr2_ATCACG_R1_001_fastq	EXR-KJENS1RID1-AN	184949	Urine	5379871	184949	False
EXR-KJENS1RID1-AN.sample_Sample_U_205_BC01_Yr2_CCGTCC_R1_001_fastq	EXR-KJENS1RID1-AN	211362	Urine	3325727	211362	False
EXR-KJENS1RID1-AN.sample_Sample_U_206_BC01_Yr2_GAGTGG_R1_001_fastq	EXR-KJENS1RID1-AN	14151	Urine	1557351	14151	True
EXR-KJENS1RID1-AN.sample_Sample_U_206_GC03_Yr2_ACTTGA_R1_001_fastq	EXR-KJENS1RID1-AN	25190	Urine	8009024	25190	True
EXR-KJENS1RID1-AN.sample_Sample_U_206_GC07_Yr2_CTTGTA_R1_001_fastq	EXR-KJENS1RID1-AN	490049	Urine	7902987	490049	False
EXR-KJENS1RID1-AN.sample_Sample_U_206_GC08_Yr2_TAGCTT_R1_001_fastq	EXR-KJENS1RID1-AN	23963	Urine	8182209	23963	True
EXR-KJENS1RID1-AN.sample_Sample_U_207_BC01_Yr2_ATTCCT_R1_001_fastq	EXR-KJENS1RID1-AN	35614	Urine	1103314	35614	True
EXR-KJENS1RID1-AN.sample_Sample_U_207_GC02_Yr2_CTTGTA_R1_001_fastq	EXR-KJENS1RID1-AN	27973	Urine	55106805	27973	True
EXR-KJENS1RID1-AN.sample_Sample_U_207_GC03_Yr2_GTTTCG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	89734	Urine	8838565	89734	True
EXR-KJENS1RID1-AN.sample_Sample_U_207_GC08_Yr2_CATTTT_R1_001_fastq	EXR-KJENS1RID1-AN	74636	Urine	6054159	74636	True
EXR-KJENS1RID1-AN.sample_Sample_U_208_BC01_Yr2_GTCCGC_R1_001_fastq	EXR-KJENS1RID1-AN	377408	Urine	6587652	377408	False
EXR-KJENS1RID1-AN.sample_Sample_U_209_BC01_Yr2_ATTCCT_R1_001_fastq	EXR-KJENS1RID1-AN	252096	Urine	5997797	252096	False
EXR-KJENS1RID1-AN.sample_Sample_U_209_GC08_Yr2_CACGAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	131095	Urine	9720618	131095	False
EXR-KJENS1RID1-AN.sample_Sample_U_210_BC01_Yr2_TCGGCA_R1_001_fastq	EXR-KJENS1RID1-AN	21426	Urine	756652	21426	True
EXR-KJENS1RID1-AN.sample_Sample_U_210_GC02_Yr2_CTTGTA_R1_001_fastq	EXR-KJENS1RID1-AN	275434	Urine	14122217	275434	False
EXR-KJENS1RID1-AN.sample_Sample_U_210_GC03_Yr2_CATTTT_R1_001_fastq	EXR-KJENS1RID1-AN	64213	Urine	6252142	64213	True
EXR-KJENS1RID1-AN.sample_Sample_U_210_GC05_Yr2_TCATTC_R1_001_fastq	EXR-KJENS1RID1-AN	110107	Urine	5196599	110107	False
EXR-KJENS1RID1-AN.sample_Sample_U_212_BC01_Yr2_CGATGT_R1_001_fastq	EXR-KJENS1RID1-AN	2861	Urine	328072	2861	True
EXR-KJENS1RID1-AN.sample_Sample_U_212_GC06_Yr2_AGTTCC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	126345	Urine	8982692	126345	False
EXR-KJENS1RID1-AN.sample_Sample_U_212_GC08_Yr2_ATGTCA_R1_001_fastq	EXR-KJENS1RID1-AN	25467	Urine	2264149	25467	True
EXR-KJENS1RID1-AN.sample_Sample_U_213_BC01_Yr2_ACTGAT_R1_001_fastq	EXR-KJENS1RID1-AN	118941	Urine	3645508	118941	False
EXR-KJENS1RID1-AN.sample_Sample_U_213_GC02_Yr2_TGACCA_R1_001_fastq	EXR-KJENS1RID1-AN	16092	Urine	1743072	16092	True
EXR-KJENS1RID1-AN.sample_Sample_U_213_GC03_Yr2_TACAGC_R1_001_fastq	EXR-KJENS1RID1-AN	330674	Urine	2862402	330674	False
EXR-KJENS1RID1-AN.sample_Sample_U_213_GC05_Yr2_GGCTAC_R1_001_fastq	EXR-KJENS1RID1-AN	14034	Urine	1662291	14034	True
EXR-KJENS1RID1-AN.sample_Sample_U_214_BC01_Yr2_TCGGCA_R1_001_fastq	EXR-KJENS1RID1-AN	17013	Urine	3448999	17013	True
EXR-KJENS1RID1-AN.sample_Sample_U_214_GC08_Yr2_ATCACG_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	78456	Urine	14010868	78456	True
EXR-KJENS1RID1-AN.sample_Sample_U_215_BC01_Yr2_CAAAAG_R1_001_fastq	EXR-KJENS1RID1-AN	3470	Urine	297015	3470	True
EXR-KJENS1RID1-AN.sample_Sample_U_215_GC08_Yr2_TTAGGC_R1_001_fastq	EXR-KJENS1RID1-AN	130360	Urine	7360994	130360	False
EXR-KJENS1RID1-AN.sample_Sample_U_216_BC01_Yr2_CCAACA_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	143516	Urine	13137668	143516	False
EXR-KJENS1RID1-AN.sample_Sample_U_216_GC03_Yr2_CGATGT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	134044	Urine	10713249	134044	False
EXR-KJENS1RID1-AN.sample_Sample_U_216_GC05_Yr2_ATGAGC_R1_001_fastq	EXR-KJENS1RID1-AN	136944	Urine	3071718	136944	False
EXR-KJENS1RID1-AN.sample_Sample_U_216_GC06_Yr2_ACAGTG_R1_001_fastq	EXR-KJENS1RID1-AN	720566	Urine	6366746	720566	False
EXR-KJENS1RID1-AN.sample_Sample_U_216_GC07_Yr2_ATGAGC_R1_001_fastq	EXR-KJENS1RID1-AN	76478	Urine	5743536	76478	True
EXR-KJENS1RID1-AN.sample_Sample_U_218_BC01_Yr2_GCCAAT_R1_001_fastq	EXR-KJENS1RID1-AN	1628580	Urine	4281969	1628580	False
EXR-KJENS1RID1-AN.sample_Sample_U_219_BC01_Yr2_CGGAAT_R1_001_fastq	EXR-KJENS1RID1-AN	25391	Urine	1304474	25391	True
EXR-KJENS1RID1-AN.sample_Sample_U_220_BC01_Yr2_TGACCA_R1_001_fastq	EXR-KJENS1RID1-AN	17649	Urine	5418011	17649	True
EXR-KJENS1RID1-AN.sample_Sample_U_221_BC01_Yr2_CTCAGA_R1_001_fastq	EXR-KJENS1RID1-AN	81827	Urine	3824573	81827	True
EXR-KJENS1RID1-AN.sample_Sample_U_221_GC02_Yr2_TAGCTT_R1_001_fastq	EXR-KJENS1RID1-AN	934802	Urine	8142668	934802	False
EXR-KJENS1RID1-AN.sample_Sample_U_221_GC03_Yr2_GATCAG_R1_001_fastq	EXR-KJENS1RID1-AN	86236	Urine	7089789	86236	True
EXR-KJENS1RID1-AN.sample_Sample_U_221_GC05_Yr2_CAAAAG_R1_001_fastq	EXR-KJENS1RID1-AN	192072	Urine	1457064	192072	False
EXR-KJENS1RID1-AN.sample_Sample_U_221_GC06_Yr2_CCGTCC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	244522	Urine	11006613	244522	False
EXR-KJENS1RID1-AN.sample_Sample_U_221_GC07_Yr2_GTGGCC_R1_001_fastq	EXR-KJENS1RID1-AN	12655	Urine	3986593	12655	True
EXR-KJENS1RID1-AN.sample_Sample_U_221_GC08_Yr2_GACGAC_R1_001_fastq	EXR-KJENS1RID1-AN	141141	Urine	4621377	141141	False
EXR-KJENS1RID1-AN.sample_Sample_U_223_BC01_Yr2_CCAACA_combined_3_R1_001_fastq	EXR-KJENS1RID1-AN	142755	Urine	17200457	142755	False
EXR-KJENS1RID1-AN.sample_Sample_U_223_GC02_Yr2_AGTCAA_R1_001_fastq	EXR-KJENS1RID1-AN	193307	Urine	7143076	193307	False
EXR-KJENS1RID1-AN.sample_Sample_U_223_GC03_Yr2_GACGAC_R1_001_fastq	EXR-KJENS1RID1-AN	20998	Urine	124739	20998	True
EXR-KJENS1RID1-AN.sample_Sample_U_223_GC05_Yr2_CTATAC_R1_001_fastq	EXR-KJENS1RID1-AN	245755	Urine	5588304	245755	False
EXR-KJENS1RID1-AN.sample_Sample_U_223_GC06_Yr2_TCGAAG_R1_001_fastq	EXR-KJENS1RID1-AN	24947	Urine	5916110	24947	True
EXR-KJENS1RID1-AN.sample_Sample_U_223_GC07_Yr2_CGTACG_R1_001_fastq	EXR-KJENS1RID1-AN	98289	Urine	6589807	98289	True
EXR-KJENS1RID1-AN.sample_Sample_U_223_GC08_Yr2_CTAGCT_R1_001_fastq	EXR-KJENS1RID1-AN	57497	Urine	1960450	57497	True
EXR-KJENS1RID1-AN.sample_Sample_U_224_GC04_Yr2_ATGTCA_R1_001_fastq	EXR-KJENS1RID1-AN	241822	Urine	11245044	241822	False
EXR-KJENS1RID1-AN.sample_Sample_U_224_GC08_Yr2_TAGCTT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	201365	Urine	15724945	201365	False
EXR-KJENS1RID1-AN.sample_Sample_U_225_BC01_Yr2_GGCTAC_R1_001_fastq	EXR-KJENS1RID1-AN	5058	Urine	225754	5058	True
EXR-KJENS1RID1-AN.sample_Sample_U_226_GC02_Yr2_TAATCG_R1_001_fastq	EXR-KJENS1RID1-AN	846567	Urine	7487563	846567	False
EXR-KJENS1RID1-AN.sample_Sample_U_226_GC03_Yr2_ACAGTG_R1_001_fastq	EXR-KJENS1RID1-AN	15194	Urine	594172	15194	True
EXR-KJENS1RID1-AN.sample_Sample_U_226_GC06_Yr2_GTAGAG_R1_001_fastq	EXR-KJENS1RID1-AN	294632	Urine	6145910	294632	False
EXR-KJENS1RID1-AN.sample_Sample_U_226_GC07_Yr2_CAACTA_R1_001_fastq	EXR-KJENS1RID1-AN	11669	Urine	6664428	11669	True
EXR-KJENS1RID1-AN.sample_Sample_U_227_GC03_Yr2_AGTTCC_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	106880	Urine	14637259	106880	False
EXR-KJENS1RID1-AN.sample_Sample_U_227_GC05_Yr2_TATAAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	114055	Urine	8992318	114055	False
EXR-KJENS1RID1-AN.sample_Sample_U_227_GC06_Yr2_GACGAC_R1_001_fastq	EXR-KJENS1RID1-AN	6238	Urine	6218927	6238	True
EXR-KJENS1RID1-AN.sample_Sample_U_227_GC07_Yr2_TTAGGC_R1_001_fastq	EXR-KJENS1RID1-AN	23342	Urine	5489878	23342	True
EXR-KJENS1RID1-AN.sample_Sample_U_227_GC08_Yr2_GCCAAT_combined_2_R1_001_fastq	EXR-KJENS1RID1-AN	78235	Urine	8921675	78235	True
EXR-KJENS1RID1-AN.sample_Sample_U_228_GC02_Yr2_GTGAAA_R1_001_fastq	EXR-KJENS1RID1-AN	156306	Urine	4276284	156306	False
EXR-KJENS1RID1-AN.sample_Sample_U_228_GC03_Yr2_CAGGCG_R1_001_fastq	EXR-KJENS1RID1-AN	223746	Urine	6247892	223746	False
EXR-KJENS1RID1-AN.sample_Sample_U_228_GC06_Yr2_GATCAG_R1_001_fastq	EXR-KJENS1RID1-AN	24963	Urine	3720764	24963	True
EXR-KJENS1RID1-AN.sample_Sample_U_228_GC07_Yr2_GTGAAA_R1_001_fastq	EXR-KJENS1RID1-AN	348007	Urine	2956101	348007	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-10_fastq	EXR-TTUSC1gCrGDH-AN	73383	Plasma	84900	73383	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-11_fastq	EXR-TTUSC1gCrGDH-AN	8898	Plasma	11211	8898	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-12_fastq	EXR-TTUSC1gCrGDH-AN	27329	Plasma	34185	27329	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-13_fastq	EXR-TTUSC1gCrGDH-AN	14607	Plasma	19435	14607	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-14_fastq	EXR-TTUSC1gCrGDH-AN	181393	Plasma	200282	181393	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-15_fastq	EXR-TTUSC1gCrGDH-AN	311951	Plasma	348315	311951	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-16_fastq	EXR-TTUSC1gCrGDH-AN	145963	Plasma	188065	145963	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-17_fastq	EXR-TTUSC1gCrGDH-AN	1058788	Plasma	1328588	1058788	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-18_fastq	EXR-TTUSC1gCrGDH-AN	368751	Plasma	449412	368751	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-19_fastq	EXR-TTUSC1gCrGDH-AN	25197	Plasma	29392	25197	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-1_fastq	EXR-TTUSC1gCrGDH-AN	1437208	Plasma	1573610	1437208	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-20_fastq	EXR-TTUSC1gCrGDH-AN	20823	Plasma	22979	20823	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-21_fastq	EXR-TTUSC1gCrGDH-AN	2369240	Plasma	2668237	2369240	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-22_fastq	EXR-TTUSC1gCrGDH-AN	124746	Plasma	143421	124746	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-23_fastq	EXR-TTUSC1gCrGDH-AN	51204	Plasma	59291	51204	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-24_fastq	EXR-TTUSC1gCrGDH-AN	229602	Plasma	258610	229602	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-2_fastq	EXR-TTUSC1gCrGDH-AN	8394050	Plasma	9378926	8394050	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-3_fastq	EXR-TTUSC1gCrGDH-AN	6828191	Plasma	7810706	6828191	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-4_fastq	EXR-TTUSC1gCrGDH-AN	723023	Plasma	768378	723023	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-5_fastq	EXR-TTUSC1gCrGDH-AN	590177	Plasma	690403	590177	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-6_fastq	EXR-TTUSC1gCrGDH-AN	37495	Plasma	43534	37495	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-7_fastq	EXR-TTUSC1gCrGDH-AN	382483	Plasma	411642	382483	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-8_fastq	EXR-TTUSC1gCrGDH-AN	4667011	Plasma	5068467	4667011	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_102-9_fastq	EXR-TTUSC1gCrGDH-AN	5179379	Plasma	6227555	5179379	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-10_fastq	EXR-TTUSC1gCrGDH-AN	681855	Plasma	852962	681855	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-11_fastq	EXR-TTUSC1gCrGDH-AN	62444	Plasma	133814	62444	True
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-12_fastq	EXR-TTUSC1gCrGDH-AN	226309	Plasma	447885	226309	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-13_fastq	EXR-TTUSC1gCrGDH-AN	491414	Plasma	593908	491414	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-14_fastq	EXR-TTUSC1gCrGDH-AN	882008	Plasma	1157779	882008	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-15_fastq	EXR-TTUSC1gCrGDH-AN	1083902	Plasma	1433513	1083902	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-16_fastq	EXR-TTUSC1gCrGDH-AN	316404	Plasma	516747	316404	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-17_fastq	EXR-TTUSC1gCrGDH-AN	10510208	Plasma	12702881	10510208	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-18_fastq	EXR-TTUSC1gCrGDH-AN	1582382	Plasma	2634949	1582382	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-19_fastq	EXR-TTUSC1gCrGDH-AN	508040	Plasma	777392	508040	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-1_fastq	EXR-TTUSC1gCrGDH-AN	1073206	Plasma	1834540	1073206	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-20_fastq	EXR-TTUSC1gCrGDH-AN	1161339	Plasma	1893373	1161339	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-21_fastq	EXR-TTUSC1gCrGDH-AN	4177628	Plasma	6150138	4177628	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-22_fastq	EXR-TTUSC1gCrGDH-AN	900695	Plasma	1429693	900695	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-23_fastq	EXR-TTUSC1gCrGDH-AN	464698	Plasma	643427	464698	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-24_fastq	EXR-TTUSC1gCrGDH-AN	364361	Plasma	1185817	364361	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-2_fastq	EXR-TTUSC1gCrGDH-AN	938487	Plasma	1848108	938487	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-3_fastq	EXR-TTUSC1gCrGDH-AN	4664639	Plasma	6144888	4664639	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-4_fastq	EXR-TTUSC1gCrGDH-AN	1245331	Plasma	2006139	1245331	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-5_fastq	EXR-TTUSC1gCrGDH-AN	1603597	Plasma	2625965	1603597	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-6_fastq	EXR-TTUSC1gCrGDH-AN	598668	Plasma	852573	598668	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-7_fastq	EXR-TTUSC1gCrGDH-AN	1170102	Plasma	1655846	1170102	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-8_fastq	EXR-TTUSC1gCrGDH-AN	1863325	Plasma	2664511	1863325	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_51-9_fastq	EXR-TTUSC1gCrGDH-AN	4472972	Plasma	5657874	4472972	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-10_fastq	EXR-TTUSC1gCrGDH-AN	687602	Plasma	854614	687602	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-11_fastq	EXR-TTUSC1gCrGDH-AN	238915	Plasma	309957	238915	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-12_fastq	EXR-TTUSC1gCrGDH-AN	1800111	Plasma	2050604	1800111	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-13_fastq	EXR-TTUSC1gCrGDH-AN	469237	Plasma	572242	469237	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-14_fastq	EXR-TTUSC1gCrGDH-AN	1059844	Plasma	1256955	1059844	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-15_fastq	EXR-TTUSC1gCrGDH-AN	1198592	Plasma	1575877	1198592	False
EXR-TTUSC1gCrGDH-AN.sample_ZW_U19_Plasma_52-16_fastq	EXR-TTUSC1gCrGDH-AN	2099487	Plasma	2440246	2099487	False
