miRNA	biofluid	logFC	AveExpr	t	P.Value	adj.P.Val	B	AUC	n_target	n_rest
hsa-miR-370-3p	Urine	-2.16073442822311	4.07472150415919	-11.6673615899376	1.2276809606706e-27	4.10800936839779e-27	51.5627187701219	0.220142309797482	203	225
hsa-miR-331-3p	Urine	0.289039452149808	4.57347969115247	1.82998689793533	0.0679185451287711	0.0764554417438477	-6.20780697757123	0.541652983032293	203	225
hsa-miR-610	Urine	0.674558811377069	2.24503420397979	4.79839785439123	2.18454861444127e-06	2.97626421967502e-06	3.36681836976053	0.64111658456486	203	225
hsa-miR-1273h-5p	Urine	-0.192461997655522	2.7156301704309	-1.44415201983704	0.149397653800078	0.164229550837992	-6.82760766910229	0.42568144499179	203	225
hsa-miR-4746-5p	Urine	-0.430241038836721	2.94525960663736	-3.44667330584452	0.000621267256816256	0.000778501562553704	-2.00396097157689	0.378303229337712	203	225
hsa-miR-3143	Urine	1.26609889362146	1.96746738223734	8.64954614811429	9.39779882608774e-17	2.03674714771795e-16	26.739985680784	0.729896004378763	203	225
hsa-miR-873-3p	Urine	1.18487705044797	2.57277589441425	6.31647490597902	6.47727315361827e-10	1.03263333784124e-09	11.251424405602	0.672512315270936	203	225
hsa-miR-1271-5p	Urine	0.773204520431943	2.33632600948808	5.4982948687703	6.46405033127471e-08	9.53173523425254e-08	6.76898757982862	0.636431308155446	203	225
hsa-miR-329-5p	Urine	1.31124658142307	1.93390688296728	8.58957776671843	1.47230358402327e-16	3.16831407303948e-16	26.2965397871913	0.728363437328955	203	225
hsa-miR-3074-5p	Urine	-0.715682128177156	3.07571770044124	-5.0745926560608	5.70855355930645e-07	7.99197498302903e-07	4.65590899233954	0.339135194307608	203	225
hsa-miR-377-5p	Urine	-0.679812894779658	3.08947032373777	-4.37922745966525	1.48539999456688e-05	1.96654042758964e-05	1.52392588716684	0.363962780514505	203	225
hsa-miR-937-3p	Urine	1.35596849633785	2.19597261353679	9.5941741280754	6.06541699240392e-20	1.57184636101021e-19	34.0033750323442	0.75719759168035	203	225
hsa-miR-548am-5p|hsa-miR-548au-5p|hsa-miR-548c-5p|hsa-miR-548o-5p	Urine	1.02222478348609	2.07179872971905	5.9969586239089	4.15478822629938e-09	6.42199499953381e-09	9.43965445485668	0.616442255062945	203	225
hsa-miR-6741-3p	Urine	-0.80732522831066	3.09385419955383	-6.12123017086379	2.03510010243211e-09	3.16975949458096e-09	10.1315135595983	0.314066776135742	203	225
hsa-miR-616-5p	Urine	0.255663751711586	2.68457356142515	1.87457314401409	0.0615042195956132	0.0694917805820565	-6.11768032335311	0.530421455938697	203	225
hsa-miR-5189-5p	Urine	-1.36381669346788	3.36936660256352	-8.75496430753375	4.2465017482649e-17	9.47296543843708e-17	27.5187264702238	0.264192665571976	203	225
hsa-miR-24-2-5p	Urine	-1.18041814858579	3.62258461851276	-8.72807000722049	5.20377235769292e-17	1.15239904212181e-16	27.3153955791231	0.257777777777778	203	225
hsa-miR-2355-3p	Urine	0.144550053364349	2.75760588115563	0.989307334792178	0.323048695098505	0.340374836185103	-7.38046041851732	0.489173508483853	203	225
hsa-miR-129-5p	Urine	2.47924284103434	2.0469990726963	13.4198735448148	9.8100074392468e-35	4.12020312448366e-34	67.8169128961923	0.829228243021346	203	225
hsa-miR-7849-3p	Urine	-1.19079000486817	3.21695660971354	-8.04550961711754	7.8209030502597e-15	1.54640583039226e-14	22.3719742318133	0.270257252326218	203	225
hsa-miR-1255b-5p	Urine	0.760746188320577	2.21938300163392	5.0699006230068	5.84321939752637e-07	8.14306776451615e-07	4.63791865412743	0.646896551724138	203	225
hsa-miR-222-5p	Urine	1.75700772494281	1.92641470821568	11.9728155941204	7.69959051801864e-29	2.64918114433523e-28	54.3240907534573	0.807290640394089	203	225
hsa-miR-3065-5p	Urine	1.47747343834098	2.99971758324305	9.80043088550755	1.14267051954222e-20	3.05213309825094e-20	35.6546654804358	0.750935960591133	203	225
hsa-miR-3661	Urine	0.481663394736223	2.42958328806059	3.57135902629894	0.000393721933163814	0.000497461944599093	-1.57483461311813	0.588790366721401	203	225
hsa-miR-184	Urine	3.70776329743846	2.90945791480733	18.0924741807956	2.79284947729183e-55	1.8898281463008e-54	114.93651544872	0.879080459770115	203	225
hsa-miR-26a-1-3p	Urine	0.98426411424779	2.17510961041223	6.9819063134101	1.06051454753777e-11	1.81930523788873e-11	15.2814022258366	0.677876299945265	203	225
hsa-miR-411-3p	Urine	0.508824655708057	2.35820098595562	3.41686721557594	0.000691463018655719	0.00086114719501295	-2.10024681522041	0.585987958401752	203	225
